,Geneid,gene_name,SRR3655795Aligned.sortedByCoord.out.bam,SRR3655801Aligned.sortedByCoord.out.bam,SRR3655791Aligned.sortedByCoord.out.bam,SRR3655798Aligned.sortedByCoord.out.bam,SRR3655797Aligned.sortedByCoord.out.bam,SRR3655799Aligned.sortedByCoord.out.bam,SRR3655793Aligned.sortedByCoord.out.bam,SRR3655800Aligned.sortedByCoord.out.bam,SRR3655802Aligned.sortedByCoord.out.bam,SRR3655792Aligned.sortedByCoord.out.bam,SRR3655794Aligned.sortedByCoord.out.bam,SRR3655796Aligned.sortedByCoord.out.bam
44339,dusp4_1,,0,0,1,9,9,4,1,8,1,5,0,0
44341,LOC798694_1,,1,4,3,1,1,0,1,0,5,5,0,6
44342,LOC797311_1,,0,0,0,0,0,0,0,0,0,0,0,0
44343,c7b_1,,0,0,0,0,0,0,0,0,0,0,0,0
44344,c6_1,,0,1,1,1,1,0,0,0,0,0,0,0
44345,rgs7bpb_1,,12,9,10,1,1,4,6,16,23,14,7,38
44346,rnf180_1,,3,16,0,5,5,6,0,17,40,0,7,15
44347,htr1ab_1,,0,0,0,0,0,0,0,3,0,2,1,1
44348,LOC108180727_1,,1,3,7,12,12,13,6,32,6,6,24,5
44349,ndr1_1,,0,1,1,0,0,0,1,5,2,1,0,0
44350,eif4ebp1_1,,83,48,57,34,34,36,21,118,122,159,49,202
44351,ank1b_1,,0,0,2,0,0,1,6,1,3,0,14,1
44352,LOC110439059,,0,0,0,0,0,0,1,0,0,4,0,3
44353,LOC103909452_1,,0,0,0,1,1,0,0,0,4,2,0,5
44354,ftsj1_1,,17,21,7,9,9,0,12,0,50,33,27,38
44355,neu3.2_1,,0,0,0,0,0,0,0,0,0,0,0,0
44356,neu3.3_1,,0,0,0,0,0,0,0,0,0,0,0,0
44357,neu3.4_1,,0,0,0,0,0,0,0,0,0,0,0,0
44358,neu3.5_1,,6,11,0,7,7,15,2,23,21,2,4,29
44359,wdr73_1,,8,10,5,6,6,20,3,60,37,11,14,16
44362,pvrl1a_1,,0,0,0,0,0,0,0,0,0,0,0,0
44363,LOC566907_1,,0,0,0,0,0,0,0,0,0,0,0,0
44364,gig2l_1,,0,0,0,0,0,0,0,0,0,0,0,0
44365,gig2k_1,,0,0,0,0,0,0,0,0,0,0,0,0
44366,gig2j_1,,0,0,0,0,0,0,0,0,0,0,0,0
44367,gig2i_1,,0,0,0,0,0,0,0,0,0,0,0,0
44368,gig2h_1,,0,0,0,0,0,0,0,0,0,0,0,0
44369,gig2g_1,,0,1,0,0,0,0,0,0,0,0,0,0
44370,gig2f_1,,0,0,0,0,0,0,0,0,0,0,0,0
44371,gig2e_1,,0,0,0,0,0,0,0,0,0,0,0,0
44372,gig2d_1,,0,0,0,0,0,0,0,0,0,0,0,0
44373,si:dkeyp-69c1.6_1,,0,0,0,0,0,0,0,0,0,0,0,0
44374,si:dkeyp-69c1.9_1,,0,0,0,0,0,0,0,0,0,0,0,0
44375,c1qb_1,,0,0,0,0,0,0,0,0,0,0,0,0
44376,c1qc_1,,0,0,0,0,0,0,0,0,0,0,0,0
44377,c1qa_1,,0,0,0,0,0,0,0,0,0,0,0,0
44380,arhgap42a_1,,45,108,0,85,85,0,34,0,286,0,92,106
44381,trpc6a_1,,19,23,0,121,121,0,7,1,37,0,25,21
44382,angptl5_1,,0,0,0,34,34,0,0,0,6,0,5,2
44383,si:rp71-1p14.7_1,,0,0,0,17,17,1,0,0,1,0,0,0
44384,birc2_1,,9,32,0,784,784,2,19,9,111,1,48,33
44385,polq_1,,1,11,0,6,6,0,1,0,23,0,3,3
44386,ddias_1,,1,2,1,5,5,0,2,0,8,0,3,4
44387,pcf11_1,,1,2,0,12,12,1,8,1,12,0,13,4
44388,ccdc90b_1,,25,50,0,30,30,0,25,2,99,0,65,42
44389,alg8_1,,6,43,0,29,29,0,8,0,113,0,9,12
44390,guca1d_1,,0,0,0,2,2,0,0,0,0,0,0,0
44392,gria1b_1,,0,0,0,0,0,0,0,1,0,2,1,0
44393,dpp3_1,,0,1,0,0,0,0,0,0,0,0,0,0
44394,rin1a_1,,0,0,0,0,0,0,0,0,0,0,0,0
44395,rbm14a_1,,0,0,0,0,0,0,0,0,0,0,0,0
44397,slc29a2_1,,0,0,0,0,0,0,0,0,0,0,0,0
44398,cfb_1,,1,92,0,4,4,347,0,757,200,0,0,1
44399,bfb_1,,0,0,0,0,0,0,0,0,0,0,0,0
44400,zgc:158446_1,,24,186,25,1133,1133,144,72,366,418,89,193,49
44401,bbs1_1,,0,2,2,3,3,0,0,9,4,2,2,1
44402,si:dkeyp-50d11.2_1,,2,0,0,0,0,0,1,1,0,0,2,3
44403,LOC110439060,,0,0,0,0,0,2,0,0,0,0,1,3
44404,pacs1a_1,,49,116,87,22,22,62,37,156,258,209,84,136
44406,im:7160157_1,,0,0,0,0,0,0,0,0,0,0,0,0
44408,adamts2_1,,0,0,0,0,0,0,0,0,0,0,0,0
44409,cnot6a_1,,0,0,0,0,0,0,0,0,0,0,0,0
44413,rgs14b_1,,0,0,0,0,0,0,0,0,0,0,0,0
44414,dacha_1,,0,0,0,2,2,0,2,0,0,0,7,0
44415,chm_1,,9,22,8,29,29,10,21,46,39,21,49,21
44416,tmprss15_1,,0,0,0,0,0,0,0,0,0,0,0,0
44417,kdelc2_1,,0,0,0,0,0,0,0,0,0,0,0,0
44418,adrb2b_1,,44,2,12,2,2,8,53,13,13,37,119,156
44419,ubtd2_1,,0,0,0,2,2,0,0,0,0,0,0,0
44420,il12bb_1,,0,6,1,5,5,21,3,17,28,2,3,10
44421,ublcp1_1,,0,0,0,0,0,0,0,0,0,0,0,0
44422,rars_1,,0,0,0,0,0,0,0,0,0,0,0,0
44424,LOC100003704_1,,0,0,0,0,0,0,0,0,0,0,0,0
44425,pof1b_1,,192,158,117,82,82,175,230,419,424,336,552,421
44426,slc25a14_1,,0,0,0,0,0,0,0,0,0,0,0,0
44428,LOC100001479_1,,0,0,0,0,0,0,0,0,0,0,0,0
44429,rbmx2_1,,0,0,0,0,0,0,0,0,0,0,0,0
44430,siah2l_1,,0,0,0,0,0,0,0,0,0,0,0,0
44431,si:dkey-236e20.3_1,,0,0,0,0,0,0,0,0,0,0,0,0
44432,sult3st4_1,,0,0,0,0,0,0,0,0,0,0,0,0
44433,sult3st2_1,,0,0,0,0,0,0,0,0,0,0,0,0
44434,rrp36_1,,0,0,0,0,0,0,0,0,0,0,0,0
44436,rpp21_1,,5,1,0,9,9,8,5,11,14,13,9,10
44438,gpc1a_1,,8,0,16,0,0,5,6,6,3,27,13,13
44439,ankmy1_1,,0,1,5,0,0,1,2,4,2,4,3,0
44440,hsh2d_1,,0,0,0,0,0,0,0,0,0,0,0,0
44441,tpm4a_1,,0,0,0,0,0,0,0,0,0,0,0,0
44442,safb_1,,0,0,0,0,0,0,0,0,0,0,0,0
44443,malt2_1,,0,0,0,0,0,0,0,0,0,0,0,0
44444,mrpl54_1,,0,0,0,0,0,0,0,0,0,0,1,0
44445,fam32a_1,,1,0,0,0,0,0,0,0,0,0,0,0
44446,LOC101882550_1,,0,0,0,0,0,0,0,0,0,0,0,0
44447,klf2a_1,,15,3,3,12,12,7,5,33,18,19,16,41
44448,eps15l1a_1,,1,1,0,13,13,9,2,15,4,8,7,5
44449,stil_1,,2,0,0,13,13,7,2,31,0,1,1,2
44450,rc3h1a_1,,4,0,0,0,0,11,1,22,0,0,3,17
44451,serpinc1_1,,0,0,0,0,0,0,0,0,0,0,0,0
44452,zbtb37_1,,0,0,0,0,0,0,0,0,0,0,0,0
44453,s1pr1_1,,0,0,0,0,0,0,0,0,0,0,0,0
44454,dbt_1,,0,0,0,0,0,0,0,0,0,0,0,0
44456,lrrc39_1,,0,0,0,0,0,0,0,0,0,0,0,0
44457,trmt13_1,,0,0,0,0,0,0,0,0,0,0,0,0
44458,osbpl1a_1,,0,0,0,0,0,0,0,0,0,0,0,0
44459,ttc39c_1,,0,0,0,3,3,1,0,5,0,0,0,1
44460,lama3_1,,0,0,0,0,0,0,0,0,0,0,0,0
44461,LOC110439062,,0,0,0,0,0,0,0,0,0,0,0,0
44462,LOC110439061,,289,210,255,17,17,108,130,302,437,632,363,738
44463,cts12_1,,0,2,0,3,3,0,0,0,6,0,0,2
44464,ankrd29_1,,0,0,1,0,0,2,1,1,4,1,0,1
44465,plekhb2_1,,83,147,83,56,56,279,60,586,388,202,116,223
44466,si:dkey-121a11.3_1,,1,1,0,6,6,0,0,5,8,4,0,2
44467,stx6_1,,0,0,0,0,0,0,0,0,0,0,0,0
44468,ier5_1,,0,0,0,0,0,0,0,0,0,0,0,0
44469,polrmt_1,,0,0,0,0,0,0,0,0,0,0,0,0
44471,si:dkey-21e2.4_1,,0,0,0,0,0,0,0,0,0,0,0,0
44473,si:dkey-21e2.8_1,,0,0,0,0,0,0,0,0,0,0,0,0
44474,si:dkey-21e2.10_1,,0,0,0,0,0,0,0,0,0,0,0,0
44475,si:dkey-21e2.11,,0,0,0,0,0,0,0,0,0,0,0,0
44477,si:dkey-21e2.14_1,,0,0,0,0,0,0,0,0,0,0,0,0
44478,si:dkey-21e2.15_1,,0,0,0,0,0,0,0,0,0,0,0,0
44479,si:dkey-21e2.16_1,,0,0,0,0,0,0,0,0,0,0,0,0
44480,LOC110439067,,0,0,0,1,1,0,0,0,0,0,0,0
44481,LOC110439066,,2,14,0,4,4,1,0,2,36,0,0,5
44482,si:dkey-78l4.2_1,,0,0,0,2,2,0,0,1,0,0,0,0
44483,si:dkey-78l4.5_1,,1,0,0,0,0,0,0,1,0,0,0,3
44489,si:dkey-78l4.7_1,,0,0,0,7,7,0,0,0,1,0,0,0
44490,si:dkey-78l4.8_1,,3,20,0,5,5,5,5,12,40,1,11,7
44491,si:dkey-78l4.10_1,,6,14,2,9,9,11,18,11,32,8,27,12
44492,LOC110439064,,1,3,1,0,0,0,0,0,6,1,4,0
44495,si:dkey-78l4.13,,0,0,2,0,0,1,0,4,4,0,4,1
44496,LOC558805_1,,6,25,50,13,13,41,11,157,81,119,29,8
44497,si:dkey-78l4.14_1,,23,66,16,49,49,26,47,90,189,32,127,44
44498,hsd11b1la_1,,88,51,202,27,27,65,75,212,126,490,196,233
44499,rgmd_1,,0,0,0,0,0,0,0,0,0,0,0,0
44502,rxfp3.2b_1,,0,0,0,0,0,0,0,0,0,1,0,0
44503,creb3l3a_1,,109,44,489,48,48,109,98,290,121,1413,240,252
44504,eef2a.1_1,,115,115,478,51,51,60,138,170,342,1224,344,315
44505,eef2a.2_1,,39,17,13,28,28,37,47,66,74,13,117,74
44506,btbd2a_1,,1,18,15,2,2,3,14,7,22,38,8,13
44507,hmg20b_1,,22,76,42,57,57,60,46,157,202,78,95,69
44510,mbd3b_1,,3,13,2,3,3,2,5,4,34,7,10,20
44512,tcf3b_1,,0,0,0,0,0,0,0,0,0,0,0,0
44513,odf3l2_1,,0,0,0,0,0,0,0,0,0,0,0,0
44514,cks2_1,,0,0,0,0,0,0,0,0,0,0,0,0
44515,shc2_1,,0,0,0,0,0,0,0,0,0,0,0,0
44516,ankrd24_1,,0,1,1,0,0,4,0,8,1,3,0,1
44517,shdb_1,,1,1,0,2,2,0,2,5,3,4,1,2
44518,s1pr3a_1,,1,2,1,3,3,0,1,3,4,2,2,2
44519,mier2_1,,33,47,2,34,34,8,25,21,161,10,52,54
44520,plpp2b_1,,87,397,107,101,101,170,188,391,961,279,487,224
44522,tle2_1,,0,0,0,0,0,0,0,0,2,0,0,0
44523,si:dkey-42p8.3_1,,0,0,0,0,0,0,0,0,0,0,0,0
44524,aes_1,,0,0,1,4,4,4,0,10,0,1,0,0
44525,gna11a_1,,12,0,25,8,8,19,0,57,0,58,0,50
44597,si:ch211-207c7.2_1,,0,0,0,0,0,1,0,0,0,0,0,2
44598,cdc34a_1,,0,0,0,0,0,0,0,0,0,0,0,0
44599,ap3d1_1,,0,0,0,0,0,0,0,0,0,0,0,0
44600,hdgfrp2_1,,0,0,0,0,0,0,0,0,0,0,0,0
44601,ubxn6_1,,9,12,13,14,14,17,8,30,26,34,25,20
44602,chaf1a_1,,8,116,6,67,67,52,39,134,276,14,105,47
44603,scamp4_1,,4,1,2,2,2,3,2,1,3,1,2,4
44604,si:ch211-129c21.1_1,,17,39,7,27,27,32,14,87,80,21,50,51
44605,camsap2a_1,,1,0,2,0,0,2,0,5,3,1,0,4
44606,ddx59_1,,18,28,14,19,19,40,10,107,79,44,37,39
44607,kif14_1,,1,68,0,27,27,17,3,36,155,4,7,0
44608,LOC110439100,,0,0,0,0,0,0,0,0,0,0,0,0
44610,LOC110439102,,0,1,0,0,0,0,0,0,2,0,0,0
44611,LOC110439101,,0,1,0,0,0,0,0,0,1,0,0,0
44612,LOC108181087,,0,3,0,0,0,1,0,1,0,0,0,0
44613,dennd1b_1,,0,0,0,0,0,0,0,0,0,0,0,0
44615,aspm_1,,1,72,3,50,50,20,13,42,213,2,26,3
44617,cfhl5_1,,0,28,0,49,49,15,0,47,59,0,0,1
44618,LOC110439105,,1,0,0,0,0,0,0,0,0,0,0,1
44619,cfhl4_1,,6,885,1,4304,4304,2091,9,5609,2190,0,7,7
44620,cfh_1,,18,45,4,195,195,98,50,212,128,10,102,29
44621,cfhl1_1,,1,7,0,50,50,60,9,114,23,1,32,3
44622,cfhl2_1,,7,2,5,20,20,6,30,18,8,26,84,21
44623,cfhl3_1,,0,8,0,36,36,19,0,55,25,0,0,1
44624,LOC110439103,,0,7,0,21,21,18,0,41,14,0,1,1
44625,LOC108181130_1,,0,0,0,0,0,0,0,0,0,0,0,0
44626,LOC794757_1,,0,0,0,0,0,0,0,0,0,0,0,0
44627,vtg1_1,,8,7,5,0,0,1999,36,4901,8,3,97,21
44628,vtg5_1,,51,15,23,8,8,7066,82,17680,46,48,164,96
44629,LOC110438277_1,,0,0,0,0,0,0,0,0,0,0,0,0
44631,vtg4_1,,2,2,0,0,0,686,0,1606,6,0,3,0
44632,vtg6_1,,0,2,0,0,0,328,0,876,1,0,0,1
44633,vtg7_1,,3,1,0,0,0,658,3,1579,1,0,17,5
44634,vtg2_1,,12,5,0,0,0,4078,2,10031,11,1,9,28
44635,si:dkey-4c23.3_1,,0,0,0,0,0,1,0,3,1,0,0,2
44636,LOC101886000_1,,0,0,0,0,0,0,0,0,0,0,0,0
44637,LOC110438279_1,,0,0,0,0,0,0,0,0,0,0,0,0
44638,LOC100536326_1,,0,0,0,0,0,0,0,0,0,0,0,0
44639,LOC793843_1,,0,0,0,15,15,0,0,1,4,0,2,0
44640,LOC110438280_1,,0,0,0,0,0,0,0,0,0,0,0,0
44641,fam20cl_1,,0,0,0,0,0,0,0,0,0,0,0,0
44642,dnal4b_1,,0,0,0,0,0,0,0,0,0,0,0,0
44645,nptxrb_1,,0,0,0,0,0,0,0,0,0,0,0,0
44652,si:ch211-154a22.8_1,,0,0,0,0,0,0,0,0,0,0,0,0
44653,zgc:171717_1,,0,0,0,0,0,0,0,0,0,0,0,0
44654,LOC101884035_1,,0,0,0,0,0,0,0,0,0,0,0,0
44656,si:ch211-226h8.16_1,,0,0,0,0,0,0,0,0,0,0,0,0
44658,LOC110439108,,0,0,0,0,0,0,0,0,0,0,0,0
44659,LOC110439107,,2,0,0,1,1,1,4,6,0,0,2,7
44660,si:ch211-12h2.6_1,,1,0,0,0,0,0,1,0,1,1,1,0
44664,aars2_1,,14,11,6,8,8,8,6,47,22,10,36,26
44665,LOC100536819_1,,0,0,0,0,0,0,0,0,0,0,0,0
44667,LOC100331909_1,,0,0,9,0,0,4,1,6,0,24,9,0
44670,vasna_1,,0,1,1,0,0,0,1,0,2,5,0,2
44671,dnaja3b_1,,0,0,0,0,0,0,0,0,0,0,0,0
44672,LOC103909601_1,,0,0,0,0,0,0,0,0,0,0,0,0
44673,c3b.2_1,,0,8,0,190,190,85,0,219,34,1,0,1
44674,LOC110439109,,0,0,0,1,1,1,0,1,2,0,0,0
44675,c3b.1_1,,1,15,0,145,145,149,2,359,52,2,1,4
44676,ccdc130_1,,22,23,19,10,10,16,9,32,63,27,44,47
44677,wdr83_1,,10,37,8,16,16,25,6,49,107,29,24,27
44678,sde2_1,,2,0,0,4,4,5,1,27,0,0,9,9
44679,mrps28_1,,0,0,0,0,0,0,0,0,0,0,0,0
44680,capn1b_1,,0,0,0,0,0,0,0,0,0,0,0,0
44681,capn8_1,,4,11,2,2,2,9,2,40,23,5,8,4
44682,zgc:92480_1,,0,1,1,32,32,2,0,6,1,0,0,0
44685,zgc:194330_1,,0,0,0,0,0,0,0,0,0,0,0,0
44686,glis2a_1,,0,0,0,0,0,0,0,0,0,0,0,0
44687,crebbpa_1,,85,42,61,57,57,66,75,191,101,143,187,225
44689,slx4_1,,28,42,36,33,33,28,18,105,96,82,49,78
44690,si:dkey-44g23.5_1,,14,14,24,14,14,13,14,46,58,51,47,34
44691,gde1_1,,58,40,32,27,27,38,70,71,72,127,135,150
44692,LOC108181183_1,,0,0,0,0,0,0,0,0,0,0,1,0
44693,tmem186_1,,12,8,5,4,4,14,9,41,30,25,20,28
44694,hmox2a_1,,65,47,98,46,46,97,86,180,104,250,245,180
44695,cxcl12b_1,,114,188,68,7,7,1,32,20,416,183,96,249
44696,LOC103909615_1,,0,0,0,0,0,0,0,0,0,0,0,0
44698,zgc:174710_1,,0,0,0,0,0,0,0,0,0,0,0,0
44699,LOC101884584_1,,0,0,0,0,0,0,0,0,0,0,0,0
44700,LOC103909620_1,,1,0,0,0,0,0,0,0,0,0,0,0
44702,LOC110438284_1,,0,0,0,0,0,1,0,0,0,0,0,0
44704,si:dkey-222p3.1_1,,0,0,0,0,0,0,0,0,0,0,0,0
44705,senp7b_1,,21,28,32,29,29,16,21,35,73,57,28,39
44707,LOC110438285_1,,0,0,0,0,0,0,0,0,0,0,0,0
44708,abi3bpb_1,,0,0,0,0,0,0,0,0,0,0,0,0
44709,si:dkeyp-34c12.1_1,,3,0,1,0,0,0,0,1,0,2,0,5
44713,tp53bp2b_1,,11,3,6,9,9,3,1,10,14,18,5,19
44714,gtpbp2_1,,28,18,15,16,16,3,17,17,41,43,27,39
44716,si:dkey-205o12.1_1,,0,0,0,0,0,0,0,0,0,0,0,0
44718,cbx6a_1,,0,0,0,0,0,0,0,0,0,0,0,0
44719,pla2g6_1,,65,127,65,128,128,131,46,315,327,164,155,173
44721,pvalb7_1,,0,3,2,6,6,5,2,22,5,0,4,1
44722,ncf4_1,,42,78,49,746,746,95,34,288,195,96,107,121
44723,si:ch211-79m20.1_1,,0,0,0,0,0,0,0,0,0,0,0,0
44724,LOC110439110,,23,2,1,2,2,14,16,48,6,4,27,63
44725,adra2a_1,,0,0,0,0,0,0,0,0,0,0,0,0
44726,shoc2_1,,0,0,0,0,0,0,0,0,0,0,0,0
44727,bbip1_1,,0,0,0,0,0,0,0,0,0,0,0,0
44728,pdcd4b_1,,0,0,0,0,0,0,0,0,0,0,0,0
44730,smc3_1,,0,0,0,0,0,0,0,0,0,0,0,0
44731,dusp5_1,,0,10,3,34,34,7,2,15,26,4,4,5
44732,si:dkey-286j15.3_1,,173,261,89,181,181,254,462,608,689,231,1217,458
44733,si:dkey-286j15.1_1,,93,18,76,29,29,48,730,84,72,183,1805,249
44734,LOC103910979,,0,0,1,0,0,0,0,1,0,0,1,0
44735,LOC796214_1,,0,0,0,0,0,0,0,0,0,0,0,0
44736,add3a_1,,0,0,0,0,0,0,0,0,0,0,0,0
44737,mxi1_1,,0,0,0,0,0,0,0,0,0,0,0,0
44738,LOC101886822_1,,0,0,0,0,0,0,0,0,0,0,0,0
44739,LOC100535347_1,,0,0,0,0,0,0,0,0,0,0,0,0
44740,si:dkey-169i5.4_1,,0,0,0,0,0,0,0,0,0,0,0,0
44741,LOC110438286_1,,0,0,0,0,0,0,0,0,0,0,0,0
44743,LOC103909629_1,,0,0,0,0,0,0,0,0,0,0,0,0
44744,LOC101886973_1,,0,0,0,0,0,0,0,0,0,0,0,0
44745,LOC110437713_1,,1,1,0,2,2,0,1,1,1,2,8,0
44746,zgc:171679_1,,0,0,0,0,0,0,0,0,0,0,0,0
44748,LOC110439112,,0,0,0,0,0,0,0,0,0,0,0,0
44749,LOC103909633_1,,0,0,0,0,0,0,0,0,0,0,0,0
44750,LOC108181107_1,,0,0,0,0,0,0,0,0,0,0,0,0
44751,LOC101883412_1,,0,0,0,0,0,0,0,0,0,0,0,0
44753,LOC103909634_1,,0,0,0,0,0,0,0,0,0,0,0,0
44754,zmp:0000000606_1,,0,65,35,5,5,30,17,96,192,97,37,0
44755,LOC101882351_1,,666,326,612,85,85,404,1256,977,879,1357,3273,1495
44757,LOC108181223,,0,0,0,0,0,0,0,0,0,0,0,0
44758,LOC101883469_1,,0,0,0,0,0,0,0,0,0,0,0,0
44759,LOC101882696_1,,0,0,0,0,0,0,0,0,0,0,0,0
44761,si:dkey-49n23.1_1,,19,11,10,22,22,14,7,28,37,16,19,29
44762,ssuh2.1_1,,4,10,9,15,15,14,8,27,25,18,32,9
44763,ssuh2.2_1,,0,5,2,35,35,6,4,13,9,8,18,1
44764,ssuh2.3_1,,0,20,6,829,829,45,2,96,44,12,15,1
44765,ssuh2.4_1,,14,117,21,96,96,77,40,224,305,57,82,33
44766,zmp:0000000735_1,,39,88,20,87,87,61,75,184,250,35,190,90
44767,rpl32_1,,2786,4555,4908,2332,2332,2791,3956,7376,11573,13139,10109,7021
44769,sec13_1,,0,0,0,0,0,0,0,0,0,0,0,0
44770,manf_1,,0,0,0,0,0,0,0,0,0,0,0,0
44771,rbm15b_1,,0,0,0,0,0,0,0,0,0,0,0,0
44772,pcbp4_1,,5,3,6,6,6,12,0,29,15,9,4,10
44773,nicn1_1,,0,0,0,0,0,0,0,0,0,0,0,0
44774,rnf123_1,,0,0,0,0,0,0,1,3,0,3,1,0
44775,amigo3_1,,5,5,0,6,6,4,6,4,10,1,13,1
44776,map1sa_1,,0,0,0,0,0,0,0,0,0,0,0,0
44777,cart1_1,,0,0,0,0,0,0,0,0,0,0,0,0
44778,kng1_1,,0,0,0,0,0,0,0,0,0,0,0,0
44779,lamp3_1,,0,0,0,0,0,0,0,0,0,0,0,0
44780,mccc1_1,,54,119,92,72,72,93,125,250,243,204,278,163
44781,trim35-20_1,,22,184,57,93,93,215,95,509,417,184,279,49
44782,LOC110439113,,31,131,46,47,47,91,80,237,345,71,168,89
44783,LOC110439114,,0,1,2,4,4,5,0,7,11,18,3,1
44784,si:dkey-37m8.11_1,,7,41,32,68,68,64,39,177,117,60,113,10
44785,si:dkey-211e20.10_1,,13,14,8,68,68,31,14,60,28,23,36,25
44786,acss2_1,,0,0,0,0,0,0,0,0,0,0,0,0
44787,soga1_1,,4,7,14,34,34,11,8,28,13,20,15,10
44788,osbpl2b_1,,72,107,105,73,73,116,191,297,296,290,499,176
44789,adrm1_1,,32,204,56,68,68,67,54,184,505,168,127,82
44790,lama5_1,,8,24,11,15,15,9,11,17,67,12,20,29
44791,zgc:171775_1,,0,0,0,0,0,0,0,0,0,0,0,0
44792,krt5_1,,0,0,0,0,0,0,0,0,0,0,0,0
44793,LOC110439115,,2,2,3,1,1,2,3,0,5,1,0,7
44794,krt8_1,,1725,2119,2227,3634,3634,2090,1986,5057,5152,5508,5140,4160
44795,krt18_1,,0,0,0,0,0,0,0,0,0,0,0,0
44796,si:ch211-133j6.3_1,,0,0,0,0,0,0,0,0,0,0,0,0
44797,eif4ba_1,,17,31,32,3,3,37,33,96,79,93,92,58
44798,tns2a_1,,0,0,0,6,6,0,1,0,2,3,3,2
44799,pigt_1,,1,19,5,3,3,6,4,20,32,15,6,6
44800,wfdc2_1,,0,0,0,0,0,0,0,0,0,0,0,0
44801,snx21_1,,1,0,1,1,1,0,0,2,0,10,3,3
44802,LOC110439116,,0,0,0,0,0,0,0,0,0,0,0,0
44803,si:ch211-153a8.4_1,,0,0,0,0,0,0,0,0,0,0,0,0
44804,LOC110438313_1,,0,0,0,0,0,0,0,0,0,0,0,0
44805,si:zfos-452g4.1_1,,0,0,0,0,0,0,0,0,0,0,0,0
44807,sb:cb449_1,,0,0,0,0,0,0,0,0,0,0,0,0
44808,LOC110439117,,0,0,0,0,0,1,0,0,1,0,0,0
44809,si:dkey-256k13.2_1,,0,0,1,1,1,0,1,5,0,1,3,1
44810,uckl1b_1,,16,6,25,23,23,22,17,52,28,52,61,43
44812,zbtb46_1,,3,9,6,25,25,8,12,22,20,12,12,8
44813,LOC110439118,,0,0,0,1,1,0,0,1,0,0,0,2
44815,naa10_1,,79,44,42,57,57,74,42,174,121,107,107,165
44816,g6pd_1,,326,641,471,617,617,564,432,1532,1679,1116,1190,834
44817,adcy6a_1,,0,0,0,0,0,0,0,0,0,0,0,0
44820,ddx23_1,,1,13,1,5,5,3,6,2,46,2,13,15
44821,birc7_1,,0,0,0,18,18,1,0,0,0,0,0,0
44822,nkain4_1,,0,0,0,0,0,0,0,0,0,0,0,0
44823,lime1_1,,12,3,8,9,9,6,13,28,16,38,36,30
44824,si:rp71-79p20.2_1,,10,5,16,6,6,7,20,17,19,51,25,32
44825,gss_1,,35,44,56,62,62,67,67,192,139,110,182,80
44826,exosc10_1,,99,49,121,31,31,69,121,207,214,348,323,274
44827,sla2_1,,42,32,18,120,120,19,38,49,56,37,90,105
44828,ndrg3b_1,,92,180,76,128,128,133,101,336,432,170,223,226
44829,phf20b_1,,0,0,0,0,0,0,0,0,0,0,0,0
44830,si:ch211-218g4.2_1,,26,47,45,47,47,53,29,113,100,113,73,70
44831,sulf2b_1,,28,70,13,129,129,106,17,241,166,51,39,68
44833,mrgbp_1,,0,0,0,0,0,0,0,0,0,0,0,0
44834,LOC103909665_1,,0,0,0,0,0,0,0,0,0,0,0,0
44836,snphb_1,,0,0,0,0,0,0,0,0,0,0,0,0
44837,sdcbp2_1,,0,0,0,0,0,0,0,0,0,0,0,0
44838,fkbp1ab_1,,0,0,0,0,0,0,0,0,0,0,0,0
44839,LOC570014_1,,0,0,0,0,0,0,0,0,0,0,0,0
44841,si:dkey-147f3.8,,0,0,0,0,0,0,0,0,0,2,0,1
44842,si:dkey-147f3.4_1,,0,0,0,0,0,0,0,0,0,0,0,0
44843,cdc42l2_1,,1,4,2,0,0,2,3,7,4,7,8,9
44844,dnmt3bb.3_1,,8,16,8,6,6,10,7,32,34,15,17,9
44845,dnmt3bb.2_1,,1,2,0,0,0,1,0,0,0,3,1,0
44846,dnmt3bb.1_1,,28,35,26,39,39,48,38,110,62,77,99,53
44847,commd7_1,,0,0,0,0,0,0,0,0,0,0,0,0
44850,LOC101883010_1,,0,0,0,0,0,0,0,0,0,0,0,0
44853,ccdc115_1,,0,0,0,0,0,0,0,0,0,0,0,0
44854,si:dkey-109j17.5_1,,0,0,0,0,0,0,0,0,0,0,0,0
44855,apobec2b_1,,0,0,0,0,0,0,0,0,0,0,0,0
44856,oard1_1,,0,0,0,0,0,0,0,0,0,0,0,0
44860,fam208ab_1,,27,36,33,34,34,46,24,116,80,81,72,79
44863,kctd6b_1,,0,0,0,0,0,0,0,0,0,0,0,0
44864,smim4_1,,0,0,0,0,0,0,0,0,0,0,0,0
44865,zgc:193598_1,,0,0,0,0,0,0,0,0,0,0,0,0
44867,dnase1l1_1,,0,0,0,0,0,0,0,0,0,0,0,0
44868,rpl10_1,,0,0,0,0,0,0,0,0,0,0,0,0
44869,flna_1,,127,208,244,170,170,207,190,556,485,626,581,313
44870,emd_1,,51,68,84,78,78,100,78,237,163,153,197,114
44871,LOC108190978,,0,0,5,1,1,9,3,16,0,13,8,0
44873,haus7_1,,13,34,10,23,23,33,5,80,100,28,37,36
44875,fam58a_1,,9,7,7,6,6,8,17,27,10,20,30,13
44876,cfap126_1,,0,0,0,0,0,0,0,0,0,0,0,0
