,Geneid,gene_name,SRR3655795Aligned.sortedByCoord.out.bam,SRR3655801Aligned.sortedByCoord.out.bam,SRR3655791Aligned.sortedByCoord.out.bam,SRR3655798Aligned.sortedByCoord.out.bam,SRR3655797Aligned.sortedByCoord.out.bam,SRR3655799Aligned.sortedByCoord.out.bam,SRR3655793Aligned.sortedByCoord.out.bam,SRR3655800Aligned.sortedByCoord.out.bam,SRR3655802Aligned.sortedByCoord.out.bam,SRR3655792Aligned.sortedByCoord.out.bam,SRR3655794Aligned.sortedByCoord.out.bam,SRR3655796Aligned.sortedByCoord.out.bam
44877,b4galt3_1,,0,0,0,0,0,0,0,0,0,0,0,0
44878,bgnb_1,,0,0,0,0,0,0,0,0,0,0,0,0
44879,lamb2l_1,,0,0,0,0,0,0,0,0,0,0,0,0
44880,si:rp71-17i16.6_1,,0,0,0,0,0,0,0,0,0,0,0,0
44884,tnnc2_1,,0,0,0,0,0,0,0,0,0,0,0,0
44885,taf13_1,,0,0,0,0,0,0,0,0,0,0,0,0
44886,slc35c2_1,,79,1,112,63,63,65,143,137,0,297,351,151
44887,LOC101884357_1,,3,0,12,5,5,10,6,27,0,26,17,14
44888,dpm1_1,,41,2,48,0,0,66,44,137,0,118,110,104
44889,adnpb_1,,19,0,38,8,8,26,36,62,0,95,79,62
44891,LOC110439120,,1,0,0,0,0,0,0,1,0,0,0,0
44894,megf6a_1,,2,0,4,1,1,13,1,27,0,6,1,7
44895,emc1_1,,60,0,160,47,47,132,143,316,0,350,355,144
44896,ubr4_1,,0,0,0,0,0,0,0,0,0,1,0,0
44897,iffo2a_1,,0,0,0,0,0,0,0,0,0,0,0,0
44898,si:dkey-1c11.1_1,,0,0,0,0,0,0,0,0,0,0,0,0
44899,icmt_1,,0,0,0,0,0,0,0,0,0,0,0,0
44901,rcc2_1,,0,0,0,0,0,0,0,0,0,0,0,0
44902,arhgef10lb_1,,5,13,12,8,8,18,10,39,24,26,29,14
44903,igsf21b_1,,20,0,15,0,0,2,25,0,0,53,47,48
44904,dhrs3a_1,,5,53,18,58,58,25,8,69,110,25,24,19
44905,vps13d_1,,86,210,83,122,122,183,84,460,552,209,224,204
44907,ephb2a_1,,0,0,1,4,4,2,1,0,2,2,1,1
44909,eif4g3b_1,,0,0,0,0,0,0,0,0,0,0,0,0
44910,rap1gap_1,,0,0,0,0,0,0,0,0,0,0,0,0
44911,LOC101886215,,0,0,0,0,0,0,0,0,0,0,0,0
44912,LOC110439121,,0,2,0,0,0,0,0,1,3,0,0,1
44913,spsb1_1,,27,58,23,104,104,84,24,227,154,37,71,51
44914,LOC108181455_1,,0,0,3,0,0,2,0,2,0,0,2,0
44915,mir34_1,,0,0,0,0,0,0,0,0,0,0,0,0
44916,gpr157_1,,1,12,6,6,6,12,8,22,25,24,12,14
44917,slc2a5_1,,0,0,0,0,0,0,0,0,0,0,0,0
44918,ca6_1,,0,0,0,0,0,0,0,0,0,0,0,0
44919,eno1a_1,,0,0,0,0,0,0,0,0,0,0,0,0
44920,rerea_1,,0,0,0,0,0,0,0,0,1,0,0,0
44921,samd11_1,,0,0,0,0,0,0,0,0,0,1,0,0
44922,noc2l_1,,0,0,0,0,0,0,0,0,0,0,0,0
44923,klhl17_1,,0,0,0,0,0,0,0,0,0,0,0,0
44924,plekhn1_1,,32,45,30,101,101,7,22,24,106,63,56,61
44926,her9_1,,0,0,0,0,0,0,0,0,0,0,0,0
44927,agrn_1,,0,2,1,1,1,3,1,3,4,5,1,0
44928,agrn_2,,15,42,21,15,15,14,13,36,78,50,36,34
44929,ptpn11b_1,,0,0,0,0,0,0,0,0,0,0,0,0
44930,epha2b_1,,0,0,0,0,0,0,0,0,0,0,0,0
44931,spen_1,,38,45,51,38,38,35,36,74,92,135,72,64
44932,tmem82_1,,158,93,21,49,49,17,99,41,254,46,271,366
44933,sult1st5_1,,46,27,0,13,13,0,26,0,78,4,47,89
44934,LOC100535539_1,,5,2,1,2,2,1,4,3,3,7,5,9
44935,LOC103909689,,2,0,0,0,0,0,0,1,3,0,0,16
44936,szrd1_1,,56,55,28,115,115,41,35,102,163,73,111,166
44937,atp13a2_1,,35,34,24,95,95,26,80,58,99,82,213,82
44939,mlh3_1,,1,5,11,7,7,8,4,10,17,14,8,13
44940,kansl2_1,,40,28,14,44,44,11,11,41,39,43,28,93
44941,nckap5l_1,,0,0,0,0,0,0,0,0,0,0,0,0
44942,ctdsp2_1,,0,0,0,0,0,0,0,0,0,0,0,0
44944,sdf4_1,,0,0,0,0,0,0,0,0,0,0,0,0
44945,idh3g_1,,92,68,98,69,69,200,170,578,183,245,354,210
44946,fam3a_1,,2,4,20,3,3,59,21,127,12,44,50,10
44947,si:dkey-151g10.3_1,,10,6,13,60,60,14,18,49,22,27,35,25
44948,erbb3b_1,,214,287,699,104,104,228,547,589,709,1791,1623,552
44949,pa2g4b_1,,340,598,440,231,231,519,413,1237,1414,1022,1008,802
44950,esyt1a_1,,0,0,0,0,0,0,0,0,0,0,0,0
44951,lrp1ab_1,,0,0,0,0,0,0,0,0,0,0,0,0
44952,rbms2b_1,,16,18,5,18,18,12,6,27,38,12,10,30
44953,si:dkey-21c19.3_1,,20,33,10,27,27,18,23,71,96,15,48,36
44956,fitm2_1,,48,52,17,48,48,56,35,159,113,44,86,92
44957,r3hdml_1,,0,1,0,2,2,1,0,2,6,1,0,0
44958,hnf4a_1,,0,0,0,0,0,0,1,1,0,0,4,1
44959,ttpal_1,,0,0,0,0,0,0,0,0,0,0,0,0
44960,pkig_1,,0,0,0,0,0,0,0,0,0,0,0,0
44961,galnt6_1,,0,0,0,0,0,0,0,0,0,0,0,0
44962,adcy6b_1,,0,0,0,0,0,0,0,0,0,0,0,0
44964,rnd1b_1,,1,6,0,9,9,8,0,11,13,1,4,0
44965,zgc:66440_1,,20,8,9,10,10,27,6,38,30,17,29,45
44966,ptges3a_1,,197,157,77,176,176,265,147,674,376,174,391,451
44968,stat6_1,,41,95,24,151,151,96,55,283,210,73,141,144
44969,si:dkey-157g16.6_1,,0,0,0,0,0,0,0,0,0,0,0,0
44970,slc26a10_1,,0,0,0,0,0,0,0,0,0,0,0,0
44972,b4galnt1a_1,,0,0,0,0,0,0,0,0,0,0,0,0
44973,tac3a_1,,4,10,10,7,7,14,9,30,24,36,24,21
44974,znf385a_1,,11,13,5,32,32,16,8,33,44,26,21,20
44977,zgc:153867_1,,107,693,242,286,286,560,201,1276,1550,525,472,286
44979,tmem107l_1,,0,0,0,0,0,0,0,0,0,0,0,0
44980,huwe1_1,,0,0,0,0,0,0,0,0,0,0,0,0
44983,nadl1.2_1,,0,0,0,0,0,0,0,0,0,0,0,0
44984,si:ch211-129o18.4_1,,0,0,0,0,0,1,0,3,0,1,0,1
44985,tardbpl_1,,7,49,24,64,64,40,10,136,135,38,20,25
44986,sst6_1,,1,0,0,0,0,0,0,0,0,0,0,0
44987,pgd_1,,80,83,35,220,220,80,29,165,274,68,63,155
44988,kif1b_1,,0,0,0,0,0,0,0,0,0,0,0,0
44989,dvl1a_1,,0,0,0,0,0,0,0,0,0,0,0,0
44990,tnfrsf9a_1,,0,0,0,0,0,0,0,0,0,0,0,0
44991,ccdc187_1,,0,0,0,0,0,0,0,0,0,0,0,0
44992,uts2a_1,,0,0,0,0,0,0,0,0,0,0,0,0
44993,LOC103909694_1,,0,0,0,0,0,0,0,0,0,0,0,0
44994,camta1a_1,,0,0,1,2,2,0,0,2,0,2,0,0
44995,LOC110439124,,0,0,0,0,0,0,0,0,0,0,0,1
44996,dnajc11a_1,,44,78,31,10,10,57,29,165,208,105,65,95
44997,thap3_1,,0,0,0,0,0,0,0,0,0,0,0,0
44998,asxl1_1,,0,0,0,0,0,0,0,0,0,0,0,0
44999,pcmtd2_1,,0,0,0,0,0,0,0,0,0,0,0,0
45000,myt1a_1,,0,0,0,0,0,0,0,0,0,0,0,0
45004,cables2a_1,,0,0,0,0,0,0,0,0,0,0,0,0
45005,irak1bp1_1,,0,0,0,0,0,0,0,0,0,0,0,0
45006,si:dkey-261l7.2_1,,7,5,3,0,0,1,2,5,10,3,2,16
45007,phip_1,,32,22,8,12,12,21,16,54,67,19,36,76
45008,hmgn3_1,,45,58,3,10,10,17,14,35,137,7,25,106
45009,lca5_1,,0,1,0,0,0,1,0,3,5,0,1,0
45010,sh3bgrl2_1,,52,69,27,27,27,9,30,14,177,90,63,79
45011,zgc:153284_1,,0,0,1,0,0,2,0,1,3,1,0,1
45012,rps12_1,,1,2,1,0,0,0,1,0,2,0,0,3
45013,eya4_1,,1,2,1,1,1,0,1,0,3,0,1,2
45014,tcf21_1,,27,89,20,60,60,10,34,34,230,50,84,73
45015,tbpl1_1,,0,0,0,0,0,0,0,0,0,0,0,0
45016,slc2a12_1,,352,242,1,26,26,1,109,1,636,2,266,818
45017,sgk1_1,,261,314,123,423,423,1013,188,2798,777,306,572,657
45018,aldh8a1_1,,100,121,63,0,0,234,0,520,281,166,1,265
45019,hbs1l_1,,15,17,24,0,0,0,0,2,21,69,0,41
45020,myb_1,,0,0,0,0,0,0,0,0,0,0,0,0
45021,mylk2_1,,0,0,0,0,0,0,0,0,0,0,0,0
45022,cd63_1,,0,0,0,0,0,0,0,0,0,0,0,0
45023,letmd1_1,,5,3,0,0,0,0,3,0,10,0,6,4
45024,zgc:56699_1,,0,2,0,0,0,0,0,0,4,0,1,1
45026,nr4a1_1,,7,5,2,1,1,0,7,2,11,6,17,12
45027,grasp_1,,26,12,25,1,1,0,12,0,48,56,43,80
45028,dgkaa_1,,103,46,73,1,1,1,66,1,115,186,179,249
45029,rnf41_1,,6,28,10,0,0,1,32,0,79,39,60,29
45030,slc39a5_1,,64,74,23,0,0,0,44,0,205,76,110,141
45031,ankrd52a_1,,0,0,0,0,0,0,0,0,0,0,0,0
45032,taf8_1,,0,0,0,0,0,0,0,0,0,0,0,0
45033,si:ch211-66i15.4_1,,0,0,0,0,0,0,0,0,0,0,0,0
45034,si:ch211-66i15.5_1,,0,0,0,0,0,0,0,0,0,0,0,0
45035,LOC110437716_1,,0,0,0,0,0,0,0,0,0,0,0,0
45036,LOC101885875_1,,0,0,0,0,0,0,0,0,0,0,0,0
45037,scp2b_1,,45,179,8,35,35,52,38,152,418,44,84,88
45038,podn_1,,11,15,1,3,3,12,15,26,30,9,33,34
45039,slc1a7b_1,,0,0,0,0,0,0,0,0,1,0,0,0
45040,si:ch73-269m23.4_1,,0,0,0,0,0,0,0,0,0,0,0,0
45041,st8sia7.1_1,,0,0,0,0,0,0,0,0,0,0,0,0
45042,st8sia7.1p_1,,0,0,0,0,0,0,0,0,0,0,0,0
45043,plod3_1,,107,138,21,106,106,32,36,59,366,58,131,266
45044,si:ch73-361h17.1_1,,0,1,0,3,3,4,0,16,1,0,0,0
45045,cpb1_1,,0,0,0,0,0,0,0,0,0,0,0,0
45046,prlh2_1,,0,0,0,0,0,0,0,0,0,0,0,0
45047,chmp4c_1,,0,0,0,0,0,0,0,0,0,0,0,0
45048,zfand1_1,,0,0,0,0,0,0,0,0,0,0,0,0
45049,LOC110437754_1,,0,0,0,0,0,0,0,0,0,0,0,0
45051,si:dkey-12l12.1_1,,0,0,0,0,0,0,0,0,0,0,0,0
45052,acad11_1,,0,0,0,0,0,0,0,0,0,0,0,0
45053,ackr4b_1,,0,0,0,0,0,0,0,0,0,0,0,0
45054,LOC101886528_1,,0,0,0,0,0,0,0,0,0,0,0,0
45055,LOC108192092,,1,0,2,0,0,0,1,2,0,0,1,0
45056,LOC110439125,,1,0,0,0,0,1,0,0,0,0,0,0
45057,LOC103909743_1,,0,0,0,0,0,1,0,1,0,0,0,0
45058,LOC110439126,,0,0,0,0,0,2,0,7,0,0,0,0
45059,ccr9b_1,,0,0,0,0,0,0,0,1,1,0,0,0
45060,si:dkeyp-28d2.4_1,,1,3,3,46,46,10,2,7,9,5,5,1
45061,pck2_1,,369,100,379,170,170,102,720,273,247,1024,1745,897
45062,psme1_1,,0,0,0,0,0,0,0,0,0,0,0,0
45064,dcaf11_1,,57,95,141,65,65,96,97,269,212,340,256,122
45065,tceb1a_1,,2,9,7,19,19,7,5,23,32,22,22,11
45066,flj11011l_1,,2,3,8,8,8,3,12,16,18,32,51,13
45067,stau2_1,,24,15,26,36,36,13,34,58,53,91,106,55
45068,eya1_1,,0,0,0,0,0,0,0,0,0,0,0,0
45069,xkr9_1,,17,13,24,24,24,15,46,57,26,44,104,48
45070,tram1_1,,78,70,48,46,46,88,68,237,175,137,138,224
45071,ncoa2_1,,0,0,0,0,0,0,0,0,0,0,0,0
45072,tpk1_1,,0,0,0,0,0,0,0,0,0,0,0,0
45073,sec61g_1,,0,0,0,0,0,0,0,0,0,0,0,0
45076,tnfrsf11a_1,,0,62,1,0,0,18,26,81,137,0,62,0
45077,zgc:66014_1,,73,60,0,1,1,74,112,188,194,2,337,175
45079,qtrtd1_1,,1,1,0,1,1,1,4,7,6,4,6,5
45080,ccdc191_1,,0,1,0,1,1,3,0,19,1,1,2,1
45081,zdhhc23b_1,,0,2,1,1,1,3,2,9,3,1,0,4
45082,gramd1c_1,,208,195,215,75,75,300,374,744,515,650,983,458
45083,atp6v1ab_1,,27,69,23,422,422,46,41,160,153,44,119,77
45084,naa50_1,,0,0,0,0,0,0,0,0,0,0,0,0
45085,usf3_1,,0,0,0,0,0,0,0,0,0,0,0,0
45086,shisa2_1,,0,0,0,0,0,0,0,0,0,0,0,0
45087,atp8a2_1,,54,69,55,23,23,46,40,90,104,136,107,99
45088,rnf6_1,,70,70,42,94,94,60,40,141,211,106,122,189
45089,cdk8_1,,17,34,7,34,34,21,6,43,98,25,31,39
45090,LOC110439127,,0,0,0,0,0,0,0,0,0,0,0,0
45091,wasf3b_1,,18,18,12,55,55,16,14,23,58,26,23,40
45093,usp12a_1,,16,26,5,15,15,3,6,10,57,12,15,51
45094,rpl21_1,,117,72,44,53,53,25,67,106,181,122,160,308
45096,lnx2a_1,,5,3,3,6,6,2,0,7,7,3,1,11
45097,si:ch211-140b10.6_1,,0,0,0,0,0,0,0,0,0,0,0,0
45098,pdx1_1,,4,0,1,1,1,2,2,9,3,8,4,13
45099,urad_1,,0,0,0,0,0,0,0,0,0,0,0,0
45100,flt3_1,,21,39,4,75,75,49,20,93,93,15,71,40
45101,pan3_1,,0,0,0,0,0,0,0,0,0,0,0,0
45102,flt1_1,,0,0,0,0,0,0,0,0,0,0,0,0
45105,spata13_1,,0,0,0,0,0,0,0,0,0,0,0,0
45107,tagln3b_1,,4,9,2,0,0,3,0,4,13,0,1,18
45108,abhd10b_1,,47,30,14,19,19,9,15,11,70,30,26,98
45109,acot9.2_1,,1,0,1,0,0,2,0,6,3,0,4,2
45110,acot9.1_1,,40,73,39,52,52,72,44,152,193,107,109,90
45111,sat1b_1,,1,18,1,6,6,7,0,18,22,1,1,6
45112,apoob_1,,7,11,5,15,15,6,0,30,44,10,1,12
45113,si:rp71-1f1.4_1,,18,32,0,15,15,0,0,0,100,0,0,34
45114,si:rp71-1f1.5_1,,7,5,0,2,2,0,1,0,11,0,1,11
45115,si:rp71-1f1.6_1,,0,0,0,0,0,0,0,0,0,0,0,0
45116,ropn1l_1,,0,0,0,0,0,0,0,0,1,1,0,0
45117,ankrd33ba_1,,0,3,0,22,22,10,2,33,3,0,0,5
45118,dap_1,,0,0,0,0,0,0,0,0,0,0,0,0
45119,dap_2,,0,0,0,0,0,0,0,0,0,0,0,0
45120,ctnnd2a_1,,0,0,0,2,2,1,0,0,1,0,0,2
45121,LOC110439129,,4,10,9,7,7,6,3,11,19,28,13,6
45122,zc2hc1a_1,,32,37,37,30,30,35,41,105,115,62,81,66
45123,si:dkey-7n6.2_1,,1,3,2,2,2,3,1,3,4,1,3,3
45124,pex2_1,,0,0,0,0,0,0,0,0,0,0,0,0
45125,zfhx4_1,,0,0,0,0,0,0,0,0,0,0,0,0
45126,hgd_1,,0,0,0,0,0,0,0,0,0,0,0,0
45127,ndufb4_1,,0,0,0,0,0,0,0,0,0,0,0,0
45129,gb:co360592_1,,0,0,0,0,0,0,0,0,0,0,0,0
45130,zmp:0000000991_1,,0,0,0,0,0,0,0,0,0,0,0,0
45132,lyz_1,,0,0,0,0,0,0,0,0,0,0,0,0
45136,zgc:112982_1,,0,0,0,0,0,0,0,0,0,0,0,0
45137,map7d2b_1,,1,4,2,2,2,7,1,5,9,2,4,5
45138,eif1axb_1,,142,476,286,154,154,353,375,772,1100,676,889,390
45139,si:dkey-226l10.6_1,,2,5,5,6,6,11,5,15,14,14,8,2
45140,rps6ka3b_1,,3,5,3,4,4,2,2,1,4,7,4,3
45142,ythdf3_1,,0,0,0,0,0,0,0,0,0,0,0,0
45143,sh3kbp1_1,,0,0,0,0,0,0,0,0,0,0,0,0
45144,map3k15_1,,0,0,0,0,0,0,0,0,0,0,0,0
45145,ccl20b_1,,1,18,1,4,4,33,6,80,85,6,5,2
45146,tfr1b_1,,103,384,108,172,172,602,78,1379,916,293,180,224
45149,dip2ca_1,,10,20,18,18,18,6,13,31,44,58,42,23
45150,zmynd11_1,,55,68,65,57,57,69,54,170,144,160,159,133
45151,LOC101883694_1,,0,0,0,0,0,0,0,0,1,0,0,0
45152,vipr2_1,,0,0,0,0,0,0,0,0,0,0,0,0
45153,ccl34b.1_1,,0,0,0,0,0,0,0,0,0,0,0,0
45154,ccl34b.4_1,,0,0,0,0,0,0,0,0,0,0,0,0
45155,LOC100141478_1,,0,0,0,0,0,0,0,0,0,0,0,0
45156,ccl34b.8_1,,0,0,0,0,0,0,0,0,0,0,0,0
45157,ccl34b.9_1,,0,0,0,0,0,0,0,0,0,0,0,0
45158,LOC108181551_1,,0,0,0,0,0,0,0,0,0,0,0,0
45159,cxl34b.11_1,,0,0,0,0,0,0,0,0,0,0,0,0
45160,ek1_1,,0,0,0,1,1,0,0,0,0,0,1,0
45161,hs6st1b_1,,8,1,5,75,75,0,22,1,6,6,45,19
45162,prkag2a_1,,0,0,0,0,0,0,0,0,0,0,0,0
45163,sh3glb1a_1,,45,36,29,25,25,87,17,178,80,71,55,99
45164,nrros_1,,9,1,0,115,115,20,3,38,1,0,6,19
45165,fbxo45_1,,9,5,8,9,9,11,3,18,10,13,5,13
45166,arhgap29a_1,,0,0,0,0,0,0,0,1,0,0,0,1
45169,alg14_1,,0,4,0,0,0,0,0,0,9,0,0,0
45170,f3a_1,,0,0,0,0,0,1,1,2,0,0,1,0
45171,acp5b_1,,7,106,3,3,3,64,21,176,263,11,39,24
45172,abcd3a_1,,17,121,135,56,56,246,429,507,295,317,1087,41
45173,fam168b_1,,0,0,0,0,0,0,0,0,0,0,0,0
45174,cremb_1,,0,0,0,0,0,0,0,0,0,0,0,0
45175,cpne3_1,,0,0,0,0,0,0,0,0,0,0,0,0
45178,LOC110439131,,0,0,0,0,0,0,0,0,0,0,0,0
45179,decr2_1,,0,0,0,0,0,0,0,0,0,0,0,0
45180,rab11fip3_1,,0,0,0,0,0,0,0,0,0,0,0,0
45181,telo2_1,,0,0,0,0,0,0,0,0,0,0,0,0
45182,ift140_1,,2,1,0,1,1,1,1,0,1,1,4,2
45183,tmem204_1,,19,3,7,39,39,8,8,21,4,20,20,30
45184,LOC100149647_1,,0,0,0,0,0,0,0,0,0,0,0,0
45186,metrn_1,,8,3,1,8,8,5,0,18,4,5,5,6
45188,LOC100001114_1,,0,0,0,0,0,0,0,0,0,1,0,0
45191,smyhc2_1,,0,2,0,0,0,1,0,4,3,0,0,0
45197,LOC103909788_1,,0,0,0,0,0,0,0,0,0,0,0,0
45198,slc22a17_1,,0,0,0,0,0,0,0,0,0,0,0,0
45199,cebp1_1,,0,0,0,0,0,0,0,0,0,0,0,0
45200,ttc21a_1,,0,0,0,0,0,0,0,0,0,0,0,0
45201,gorasp1b_1,,0,0,0,0,0,0,0,0,0,0,0,0
45202,wdr48a_1,,0,0,0,0,0,0,0,0,0,0,0,0
45203,adck2_1,,0,0,0,0,0,0,0,0,0,0,0,0
45204,bbs4_1,,0,0,0,0,0,0,0,0,0,0,0,0
45205,adpgk_1,,0,0,0,0,0,0,0,0,0,0,0,0
45206,LOC100332721_1,,0,0,0,2,2,0,0,0,1,0,0,0
45207,dhtkd1_1,,0,0,0,0,0,0,0,0,0,0,0,0
45209,sergef_1,,0,2,1,3,3,4,0,12,6,2,1,1
45210,tph1a_1,,0,0,0,0,0,0,0,0,2,0,0,0
45211,saal1_1,,4,25,2,13,13,27,8,55,49,12,17,4
45213,ehf_1,,0,0,0,0,0,0,0,0,0,0,0,0
45216,klhdc4_1,,0,0,0,0,0,0,0,0,0,0,0,0
45217,slc7a5_1,,0,0,0,5,5,4,0,2,0,0,1,0
45218,ca5a_1,,54,16,17,50,50,37,51,81,41,46,111,118
45219,uba2_1,,6,1,4,7,7,15,30,41,2,16,40,16
45220,ccl33.3_1,,4,11,6,0,0,0,9,2,31,17,15,7
45221,ccl33.2_1,,0,0,0,0,0,0,0,0,0,0,0,0
45222,sept15_1,,38,89,31,58,58,47,87,122,202,62,175,62
45223,sept15_2,,0,0,0,0,0,0,0,0,0,0,0,0
45224,ccl39.9_1,,0,0,0,0,0,0,0,0,0,0,0,0
45225,LOC101884623_1,,0,0,0,0,0,0,0,0,0,0,0,0
45226,ccl39.7_1,,0,0,0,0,0,0,0,0,0,0,0,0
45227,ccl39.6_1,,0,2,0,0,0,1,4,5,8,0,10,1
45232,LOC100538242_1,,0,5,2,3,3,0,6,0,12,0,9,1
45233,ccl39.3_1,,0,0,0,0,0,0,3,0,0,0,0,0
45234,LOC100538158_1,,0,3,0,0,0,0,0,0,0,0,2,0
45235,ccl39.1_1,,0,0,0,0,0,0,0,0,2,0,1,0
45236,ccl39.2_1,,0,133,0,32,32,215,0,589,337,0,0,0
45237,ccl35.1_1,,0,2,2,0,0,1,11,0,3,0,45,0
45238,smpd3_1,,0,0,0,0,0,0,0,0,0,0,0,0
45240,zgc:101566_1,,0,2,0,0,0,6,0,17,2,1,1,0
45242,zgc:86725_1,,3,5,2,6,6,1,5,0,3,7,3,3
45244,polr2c_1,,0,0,0,0,0,0,0,0,0,0,0,0
45245,coq9_1,,0,0,0,0,0,0,0,0,0,0,0,0
45246,ciapin1_1,,0,0,0,0,0,0,0,0,0,0,0,0
45247,prmt7_1,,0,0,0,0,0,0,0,0,0,0,0,0
45248,exoc3l1_1,,0,0,0,0,0,0,0,0,0,0,0,0
45249,mpped2_1,,0,0,0,0,0,0,0,0,0,0,0,0
45250,dnajc24_1,,0,2,0,0,0,3,0,3,3,3,0,3
45251,kiaa1549la_1,,0,0,0,0,0,0,0,0,0,0,0,0
45252,LOC108181595_1,,0,0,0,0,0,0,0,0,0,0,0,0
45254,spon1b_1,,9,20,11,13,13,17,6,42,50,25,17,16
45255,kdm7ab_1,,12,28,17,29,29,20,18,46,46,42,30,25
45256,cnot1_1,,78,90,140,111,111,87,80,302,216,257,200,159
45257,setd6_1,,10,16,59,3,3,22,36,62,52,158,92,32
45258,cyp2x6_1,,2,2,1,0,0,5,1,2,3,1,2,4
45259,cyp2x7_1,,0,0,2,58,58,23,2,71,2,11,7,4
45260,cyp2x8_1,,533,80,591,167,167,299,664,784,186,1505,1725,1423
45261,cyp2x9_1,,0,0,0,1,1,4,1,1,0,0,2,4
45262,e2f4_1,,0,0,0,0,0,0,0,0,0,0,0,0
45263,elmo3_1,,0,0,0,0,0,0,0,0,0,0,0,0
45265,LOC103909840_1,,0,0,0,0,0,0,0,0,0,0,0,0
45266,dusp6_1,,737,35,89,578,578,155,341,387,97,203,890,1847
45267,LOC101886343,,3,1,0,1,1,1,1,1,4,1,0,3
45268,poc1b_1,,2,4,2,3,3,2,4,11,18,6,8,5
45269,cep41_1,,0,0,0,0,0,0,0,0,0,0,0,0
45270,cpa1_1,,0,0,0,0,0,0,0,0,0,0,0,0
45272,isg20_1,,88,125,96,146,146,91,81,210,251,202,194,194
45273,rlbp1b_1,,1,1,2,1,1,0,0,4,0,3,0,4
45274,abhd2b_1,,4,1,3,1,1,5,0,6,1,4,0,11
45275,mfge8b_1,,9,29,6,63,63,44,21,104,82,10,62,24
45276,hapln3_1,,17,7,3,34,34,23,3,48,10,9,18,36
45278,ppip5k1b_1,,270,98,231,108,108,212,331,639,214,600,845,659
45280,cart2_1,,0,0,0,0,0,0,0,0,0,0,0,0
45282,adal_1,,0,0,0,0,0,0,0,0,0,0,0,0
45284,csk_1,,0,0,0,0,0,0,0,0,0,0,0,0
45285,ergic2_1,,12,85,41,12,12,13,42,42,219,99,78,28
45286,si:ch211-127m7.2_1,,4,9,4,6,6,7,5,18,14,6,12,6
45287,magi2b_1,,0,0,1,1,1,1,0,3,1,1,2,2
45288,erc1a_1,,0,0,0,0,0,0,0,0,0,0,0,0
45289,fgl2b_1,,421,154,292,49,49,134,279,297,352,727,737,997
45290,tmem60_1,,3,11,2,7,7,7,7,17,29,10,15,6
45291,immp2l_1,,0,38,22,2,2,0,22,1,124,39,60,0
45294,si:dkey-81e3.1_1,,0,1,1,0,0,0,0,0,3,0,1,0
45295,si:dkey-81e3.2_1,,0,0,0,0,0,0,0,0,0,0,0,0
45296,znf277_1,,0,0,0,0,0,0,0,0,0,0,0,0
45297,tmem168b_1,,1,1,0,8,8,3,4,9,9,2,2,2
45298,bmt2_1,,24,7,16,52,52,7,2,17,19,62,5,34
45301,ckmt1_1,,761,4991,2307,1024,1024,3373,2013,8709,12707,5892,5059,1727
45302,fbxo31_1,,49,41,111,67,67,94,45,205,134,305,76,94
45303,si:ch211-147k9.8_1,,0,1,0,0,0,0,0,0,0,0,0,0
45304,pkp3a_1,,0,0,0,0,0,0,0,0,0,0,0,0
45305,hexa_1,,0,0,0,0,0,0,0,0,0,0,0,0
45307,stoml1_1,,0,0,0,0,0,0,0,0,0,0,0,0
45311,LOC110439135,,0,6,0,0,0,0,0,0,16,0,0,0
45312,stra6_1,,0,0,0,0,0,0,0,1,1,0,0,0
45313,islr2_1,,0,0,0,0,0,0,0,0,0,0,0,0
45314,ush1c_1,,0,0,0,0,0,0,0,0,0,0,0,0
45315,abcc8_1,,4,1,1,11,11,4,2,8,6,5,4,13
45316,kcnj11_1,,0,0,0,0,0,0,0,0,0,0,0,0
45317,mob2a_1,,0,0,0,0,0,0,0,0,0,0,0,0
45318,phlda2_1,,0,0,0,0,0,0,0,0,0,0,0,0
45319,LOC103909855_1,,0,0,0,0,0,0,0,0,0,0,0,0
45320,nap1l4a_1,,0,0,0,0,0,0,0,0,0,0,0,0
45321,cpt1ab_1,,35,398,45,1,1,3,26,11,884,93,101,68
45323,mrpl23_1,,0,32,11,0,0,0,0,0,70,29,2,0
45324,igf2b_1,,213,50,107,2,2,15,86,41,134,298,250,526
45326,si:dkeyp-19e1.3_1,,0,4,4,0,0,4,0,5,4,4,0,0
45328,uevld_1,,0,0,0,0,0,0,0,0,0,0,0,0
45330,spty2d1_1,,0,0,0,0,0,0,0,0,0,0,0,0
45331,spty2d1_2,,0,0,0,0,0,0,0,0,0,0,0,0
45332,tmem86a_1,,0,0,0,0,0,0,0,0,0,0,0,0
45333,b4galnt4a_1,,0,0,0,0,0,0,0,0,0,0,0,0
45334,abtb2b_1,,0,0,0,0,0,0,0,0,0,0,0,0
45335,hyal6_1,,0,0,0,0,0,0,0,0,0,0,0,0
45336,si:ch211-91p5.3_1,,33,33,43,91,91,66,47,137,89,81,150,88
45337,zgc:153935_1,,22,13,56,5,5,8,5,22,48,134,11,41
45338,wasla_1,,15,14,16,15,15,12,8,46,32,41,12,37
45340,asb15a_1,,0,0,0,0,0,0,0,0,0,0,0,0
45341,iqub_1,,0,0,0,0,0,0,0,0,0,0,0,0
45342,nfybb_1,,33,53,28,20,20,26,25,62,130,72,79,94
45343,LOC110439137,,0,0,0,0,0,0,0,0,0,0,0,0
